,안심 주소,위도,경도
25,서울특별시 중랑구 망우동 양원역로 25 ,37.603298187255895,127.107246398926
26,서울특별시 중랑구 면목동 면목로38가길 42 ,37.5796127319336,127.089164733887
27,서울특별시 중랑구 중화동 중랑역로 123 ,37.6040458679199,127.076477050781
28,서울특별시 중랑구 면목동 겸재로9길 36 ,37.588932378561,127.078213000606
29,서울특별시 중랑구 망우동 용마산로122길 12 ,37.6026104294804,127.100880037071
30,서울특별시 중랑구 면목동 면목로49길 40 ,37.583282470703104,127.086906433105
31,신내2동 531 (중화초등학교앞 고정),37.6035575866699,127.094741821289
32,서울특별시 중랑구 중화동 봉화산로 3 ,37.602958679199205,127.074394226074
33,서울특별시 중랑구 중화동 중랑천로 108 ,37.595817023578,127.072104351855
34,서울특별시 중랑구 묵동 동일로 869 ,37.608879089355504,127.077156066895
35,서울특별시 중랑구 면목동 용마산로 408 gs25시,37.587870004802205,127.096187565156
36,서울특별시 중랑구 신내동 용마산로129나길 101 라이프미성아파트,37.6032371520996,127.0986328125
37,서울특별시 중랑구 상봉동 면목로 465 ,37.5937004089355,127.08536529541
38,서울특별시 중랑구 면목동 겸재로 220 ,37.5886889906496,127.092261561751
39,서울특별시 중랑구 상봉동 신내로7다길 17 ,37.601749420166,127.093406677246
40,서울특별시 중랑구 중화동 봉화산로30길 5 ,37.6010782484862,127.085312085711
41,서울특별시 중랑구 망우동 양원역로 7 ,37.6014459094015,127.107598131273
42,서울특별시 중랑구 면목동 동일로107길 42 ,37.5916992865775,127.077923824379
43,서울특별시 중랑구 면목동 면목로28길 5 ,37.57582473754879,127.086166381836
44,서울특별시 중랑구 상봉동 신내로7나길 19 ,37.6011119762352,127.095295678726
45,서울특별시 중랑구 면목동 겸재로54길 79 을해파크빌,37.5854538178164,127.09141856693
46,서울특별시 중랑구 면목동 면목로44길 45 금성주택,37.5818063564871,127.091006915114
47,서울특별시 중랑구 망우동 봉우재로 220 ,37.5943089455533,127.098721327577
48,서울특별시 중랑구 상봉동 봉화산로44길 16 풍산쉐르빌,37.602020263671896,127.088043212891
49,서울특별시 중랑구 중화동 봉화산로 77 범용카센터,37.60137858616879,127.083306296313
50,서울특별시 중랑구 묵동 동일로149길 41 ,37.606361709208,127.07550018527
51,서울특별시 중랑구 신내동 신내로15길 30 동일교회,37.610912322998,127.094146728516
52,서울특별시 중랑구 상봉동 신내로7가길 54 ,37.6023254313568,127.092067532736
53,서울특별시 광진구 중곡동 답십리로 374 ,37.571932679055706,127.082935800391
54,서울특별시 중랑구 상봉동 봉화산로45길 67 ,37.6065728954273,127.091904581633
55,서울특별시 중랑구 망우동 망우로 429 ,37.6004600524902,127.09977722168
56,서울특별시 중랑구 망우동 봉우재로 220 ,37.5947119321468,127.098155652372
57,서울특별시 중랑구 상봉동 상봉중앙로 52 ,37.6016693115234,127.088409423828
58,서울특별시 중랑구 면목동 용마산로 399 신일유치원,37.587158203125,127.095153808594
59,서울특별시 중랑구 망우동 용마산로100길 33 자연을담은집,37.5916519165039,127.100219726563
60,서울특별시 중랑구 중화동 중랑역로 16 ,37.5967438201388,127.076385338239
61,서울특별시 중랑구 면목동 용마산로94가길 3 ,37.588172912597706,127.09789276123
62,서울특별시 중랑구 상봉동 봉화산로 109 ,37.6034202575684,127.086128234863
63,서울특별시 중랑구 면목동 동일로101길 78 ,37.5888977050781,127.075202941895
64,서울특별시 중랑구 면목동 겸재로 73 요리여행도서당,37.5853271484375,127.076736450195
65,서울특별시 중랑구 면목동 면목로35길 33 ,37.578100176239296,127.083585064407
66,서울특별시 중랑구 면목동 겸재로40길 71 ,37.584266662597706,127.087783813477
67,서울특별시 중랑구 면목동 사가정로 358 ,37.5800614228107,127.084560391218
68,서울특별시 중랑구 중화동 중랑역로13길 18 ,37.5968284606934,127.073028564453
69,서울특별시 중랑구 중화동 동일로139길 39 ,37.6024942761363,127.076937815415
70,서울특별시 중랑구 면목동 봉우재로 172 ,37.593811259854895,127.0927862725
71,서울특별시 중랑구 신내동 용마산로125길 62 ,37.60214267083301,127.098920823953
72,서울특별시 중랑구 면목동 답십리로75길 36 연세피아노,37.5732510402709,127.081243060634
73,서울특별시 중랑구 면목동 사가정로 415 ,37.58095467715221,127.091460284446
74,서울특별시 중랑구 망우동 용마산로100길 82 ,37.589414364678895,127.102513729214
75,묵1동 10-6(보조1),37.6178705555046,127.087049650997
76,서울특별시 중랑구 면목동 중랑천로 64 ,37.5918307551029,127.073900647663
77,서울특별시 중랑구 면목동 동일로 689 (주)근영,37.5927006406219,127.079884710105
78,서울특별시 중랑구 망우동 봉우재로71길 53 ,37.5969734191895,127.096282958984
79,서울특별시 중랑구 묵동 신내로23길 57 원묵중학교,37.618249499026,127.08459890445
80,서울특별시 중랑구 면목동 겸재로 211 기아자동차,37.5893783569336,127.091598510742
81,서울특별시 중랑구 중화동 동일로123길 99 세종에코그린,37.599474909379104,127.074729898682
82,서울특별시 중랑구 상봉동 상봉중앙로8나길 33 ,37.601100921630895,127.091117858887
83,서울특별시 중랑구 상봉동 동일로120길 121 ,37.5978240966797,127.086761474609
84,서울특별시 중랑구 중화동 동일로129길 56 함경상회,37.6007812486129,127.07616618004
85,서울특별시 중랑구 면목동 겸재로 193 ,37.5888937907799,127.089398691546
86,서울특별시 중랑구 신내동 신내로15길 143 ,37.6142349243164,127.089179992676
87,서울특별시 중랑구 상봉동 망우로55길 69 상봉연립,37.6009350307199,127.095183855423
88,서울특별시 중랑구 묵동 중랑역로 185 ,37.610958730069605,127.075061051785
89,면목7동 1084-9(고정1),37.58037674350071,127.093240978762
90,서울특별시 중랑구 상봉동 망우로 216 ,37.5937375418344,127.077888476012
91,서울특별시 중랑구 망우동 양원역로 7 ,37.6011254637499,127.10701179628
92,서울특별시 중랑구 신내동 신내로15길 110 봉화초등학교,37.6134796142578,127.09122467041
93,서울특별시 중랑구 상봉동 상봉중앙로5가길 14 ,37.6018316165666,127.086119452509
94,서울특별시 중랑구 신내동 신내역로1길 142 우디안3단지,37.6170349121094,127.110504150391
95,서울특별시 중랑구 상봉동 상봉중앙로8나길 33 ,37.6018742580959,127.09147429781
96,서울특별시 중랑구 묵동 공릉로 50 ,37.61572265625,127.078948974609
97,망우본동 산 56 (망우로 중랑캠핑숲 입구),37.601218651035,127.113384083419
98,서울특별시 중랑구 신내동 신내로 8 ,37.6002186675996,127.097793849246
99,서울특별시 중랑구 중화동 망우로 165 ,37.5937996229748,127.071458638278
100,서울특별시 중랑구 중화동 중랑천로 123 ,37.596813201904205,127.071022033691
101,서울특별시 중랑구 망우동 망우로70길 59 ,37.5962386911416,127.10338295778
102,서울특별시 중랑구 망우동 망우로 476 ,37.600804881634495,127.105986857014
103,서울특별시 중랑구 망우동 망우로 467 ,37.6004223485517,127.104818728348
104,신내1동 817-4 (신내3단지 능말공원 #2),37.615909576416,127.107864379883
105,서울특별시 중랑구 면목동 면목로27가길 17 ,37.5765953063965,127.083877563477
106,서울특별시 중랑구 면목동 사가정로 409 대도빌딩,37.5800683592726,127.090840815415
107,서울특별시 중랑구 면목동 용마산로 248 ,37.5753363802,127.0884181338
108,서울특별시 중랑구 망우동 망우로70길 55 ,37.5979372478872,127.103456086498
109,서울특별시 중랑구 면목동 면목로 437 ,37.5919494116128,127.086312099297
110,서울특별시 중랑구 망우동 망우로 494 ,37.5999706412075,127.106995641828
111,서울특별시 중랑구 묵동 동일로 893 ,37.610757562682096,127.07755041349
112,서울특별시 중랑구 중화동 동일로130길 77 ,37.6004524230957,127.084594726563
113,신내2동 665 (신현초교정문),37.60595881524579,127.094157334105
114,서울특별시 중랑구 묵동 동일로148나길 10 ,37.6089210510254,127.081565856934
115,서울특별시 중랑구 면목동 겸재로 193 면목다가구주택,37.5895077359884,127.089618805213
116,서울특별시 중랑구 면목동 용마산로94길 64 ,37.5874008574445,127.099695877993
117,서울특별시 중랑구 망우동 봉우재로 218 24시슈퍼,37.59446334838871,127.097152709961
118,서울특별시 중랑구 면목동 용마산로 409 아이비고시원,37.5887970912083,127.095630893802
119,서울특별시 중랑구 상봉동 동일로116길 3 ,37.5944404602051,127.081062316895
120,서울특별시 중랑구 신내동 용마산로139길 61 ,37.6155388782756,127.097783374736
121,서울특별시 중랑구 상봉동 상봉중앙로 44 드림하우스,37.6007930001181,127.088365308521
122,서울특별시 중랑구 묵동 공릉로14길 37 ,37.6182327270508,127.081787109375
123,서울특별시 중랑구 상봉동 상봉로 117 상봉시외버스터미널,37.5964304594958,127.092859428322
124,서울특별시 중랑구 망우동 봉우재로57길 58 ,37.5972938537598,127.095565795898
125,서울특별시 중랑구 면목동 용마산로94길 64 ,37.5871272547332,127.100327438118
126,서울특별시 중랑구 면목동 사가정로71길 11 용마2차한신아파트,37.58082962036129,127.094955444336
127,서울특별시 중랑구 상봉동 봉화산로 146 엘지아파트,37.6045799255371,127.090034484863
128,서울특별시 중랑구 중화동 동일로124길 76 청호빌,37.6006770859667,127.082548057306
129,서울특별시 중랑구 면목동 겸재로36길 23 ,37.5866661071777,127.086059570313
130,서울특별시 중랑구 망우동 망우로 458 샛별유치원,37.5995875375534,127.102462934455
131,서울특별시 중랑구 면목동 겸재로18길 33 ,37.5858620623574,127.081600730811
132,서울특별시 중랑구 면목동 면목로 325 ,37.5817070007324,127.088310241699
133,서울특별시 중랑구 망우동 망우로70길 11 ,37.598636293064295,127.102733022601
134,서울특별시 중랑구 상봉동 동일로120길 138 ,37.598370848477394,127.087865385905
135,서울특별시 중랑구 면목동 용마산로86길 9 ,37.5862655639648,127.096221923828
136,서울특별시 중랑구 망우동 망우로67가길 27 ,37.602165222168,127.103302001953
137,신내1동 437 (벽산아파트입구옆건너편 고정),37.602428436279205,127.099578857422
138,서울특별시 중랑구 상봉동 동일로126길 107 ,37.5992202758789,127.086219787598
139,서울특별시 중랑구 면목동 겸재로3길 28 ,37.58790969848629,127.077789306641
140,서울특별시 중랑구 상봉동 송림길 3 ,37.59983444213871,127.095924377441
141,서울특별시 중랑구 중화동 동일로124길 64 ,37.5990257263184,127.083702087402
142,서울특별시 중랑구 상봉동 동일로112길 54 ,37.5933265686035,127.084541320801
143,서울특별시 중랑구 상봉동 상봉중앙로1다길 41 ,37.599921057109,127.08947011530898
144,서울특별시 중랑구 중화동 중랑천로 174 ,37.6000598675428,127.073769077983
145,서울특별시 중랑구 망우동 망우로76길 11 ,37.5992035559526,127.105535421216
146,서울특별시 중랑구 상봉동 송림길 3 ,37.5999336242676,127.095230102539
147,서울특별시 중랑구 신내동 신내로21길 104 ,37.613822937011705,127.088600158691
148,서울특별시 중랑구 면목동 겸재로 156 ,37.5877952575684,127.085327148438
149,서울특별시 중랑구 신내동 봉화산로52길 48 신내제일교회,37.6050262451172,127.096687316895
150,서울특별시 중랑구 면목동 동일로 606 ,37.5840492248535,127.080657958984
151,서울특별시 중랑구 망우동 망우로 476 ,37.60048952647061,127.105931447981
152,서울특별시 중랑구 상봉동 상봉중앙로1다길 41 ,37.599505111234606,127.089689630252
153,서울특별시 중랑구 신내동 봉화산로56길 64 ,37.6058569225537,127.097930282714
154,서울특별시 중랑구 상봉동 상봉중앙로6길 30 ,37.6019897460938,127.089019775391
155,서울특별시 중랑구 망우동 망우로 458 샛별유치원,37.5991486611691,127.102665010456
156,서울특별시 중랑구 면목동 겸재로30가길 20 현대아트빌,37.5858764648438,127.085945129395
157,서울특별시 중랑구 면목동 답십리로77가길 6 ,37.5739496765853,127.082994720827
158,서울특별시 중랑구 망우동 망우로77길 34 ,37.60205078125,127.105972290039
159,서울특별시 중랑구 면목동 답십리로81길 95 ,37.57517045782971,127.084635070776
160,서울특별시 중랑구 면목동 면목로51길 5 경수하이빌,37.5835952758789,127.087310791016
161,서울특별시 중랑구 중화동 동일로124길 29 ,37.5987489451244,127.082678616997
162,서울특별시 중랑구 상봉동 망우로 312 ,37.596366882324205,127.087982177734
163,서울특별시 중랑구 중화동 동일로136가길 7 ,37.6030769348145,127.080879211426
164,서울특별시 중랑구 신내동 용마산로125나길 15 ,37.6037922262464,127.099333594178
165,서울특별시 중랑구 면목동 면목로38가길 42 ,37.579307200167,127.089591423471
166,서울특별시 중랑구 신내동 봉화산로56길 99 ,37.604119912152704,127.098918233549
167,서울특별시 중랑구 상봉동 상봉중앙로1다길 47 ,37.5999182059637,127.090775192185
168,서울특별시 중랑구 면목동 용마산로 332 ,37.5819014931245,127.094400510069
169,신내2동 650 (은하수공원),37.615727150986,127.091335268116
170,서울특별시 중랑구 면목동 동일로 683 수도관합기도,37.591359709214295,127.079965172798
171,서울특별시 중랑구 면목동 면목로 249 ,37.5758476611515,127.085301465931
172,서울특별시 중랑구 중화동 봉화산로 9 ,37.6024398803711,127.0751953125
173,서울특별시 중랑구 면목동 용마산로72길 24 신안하우스,37.5835952758789,127.095207214355
174,서울특별시 중랑구 면목동 면목로 391 서울사부동산,37.5861320495605,127.087615966797
175,서울특별시 중랑구 상봉동 망우로 266 ,37.5950111442118,127.082897433191
176,서울특별시 중랑구 중화동 망우로 239 가나안교회,37.595810455004,127.079429118409
177,서울특별시 중랑구 면목동 용마산로 271 면목금호어울림아파트,37.577033996582,127.089836120605
178,서울특별시 중랑구 상봉동 상봉중앙로1다길 67 ,37.6004524230957,127.091247558594
179,서울특별시 중랑구 망우동 망우로67가길 12 ,37.6025058188106,127.102688041291
180,서울특별시 중랑구 면목동 면목로45길 64 ,37.5824658196253,127.084274548975
181,서울특별시 중랑구 망우동 양원역로 18 중랑숲금호어울림,37.602664620972206,127.108432874257
182,서울특별시 중랑구 망우동 용마산로100길 82 ,37.58904367174621,127.102483451658
183,면목7동 산 50-16(고정1),37.57928116307271,127.097823231386
184,면목4동 산 1-4 (용마폭포공원 테니스장),37.57386121050529,127.09090258632
185,서울특별시 중랑구 중화동 동일로139나길 39 ,37.6050415039063,127.076301574707
186,면목7동 산 1-9 (사가정공원 용비 배드민턴장),37.5798560485057,127.097755420348
187,서울특별시 중랑구 망우동 망우로77길 8 ,37.6014754681576,127.106391293709
188,서울특별시 중랑구 중화동 동일로123길 98 ,37.6009457022214,127.075516789152
189,서울특별시 중랑구 면목동 면목로78길 87 ,37.59188259609979,127.092649752343
190,서울특별시 중랑구 면목동 면목로 211 ,37.572760619523294,127.083263980933
191,서울특별시 중랑구 망우동 용마산로 450 창원빌딩,37.591734928392896,127.098242589703
192,서울특별시 중랑구 면목동 면목로 337 ,37.5827036697604,127.088006139475
193,서울특별시 중랑구 망우동 양원역로 18 중랑숲금호어울림,37.6021222431961,127.108181273785
194,서울특별시 중랑구 면목동 봉우재로 88 ,37.5919684043056,127.083527916023
195,서울특별시 중랑구 신내동 용마산로139가길 60 ,37.6172276713944,127.100618170124
196,서울특별시 중랑구 묵동 숙선옹주로 24 ,37.6144088976138,127.079366402468
197,서울특별시 중랑구 망우동 용마공원로5가길 9 하나빌리지,37.5948582541748,127.102556977081
198,서울특별시 중랑구 중화동 동일로143길 49 ,37.604015350341705,127.075157165527
199,서울특별시 중랑구 상봉동 동일로126길 107 ,37.5990886992838,127.086060587987
200,서울특별시 중랑구 면목동 면목로35길 20 ,37.578125,127.084281921387
201,상봉1동 53-2(망우역뒷편#2고정1),37.600813360790205,127.093693286222
202,서울특별시 중랑구 묵동 동일로154길 15 ,37.609046936035206,127.079612731934
203,서울특별시 중랑구 면목동 면목로 283 우리은행,37.5781043758529,127.085817669994
204,서울특별시 중랑구 묵동 공릉로2길 22 ,37.611499786377,127.07958984375
205,서울특별시 중랑구 중화동 동일로136가길 8 반석주택,37.6022999074422,127.081956779164
206,서울특별시 중랑구 상봉동 상봉중앙로5가길 14 ,37.6010166838702,127.086823567817
207,서울특별시 중랑구 중화동 봉화산로30길 5 ,37.6019515991211,127.085113525391
208,서울특별시 중랑구 망우동 망우로87길 27 ,37.601375579834,127.11149597168
209,서울특별시 중랑구 면목동 겸재로40길 71 ,37.5847625732422,127.087471008301
210,서울특별시 중랑구 면목동 면목로35길 33 ,37.5785217285156,127.08374786377
211,서울특별시 중랑구 면목동 겸재로18길 33 ,37.5854339599609,127.081390380859
212,서울특별시 중랑구 면목동 면목로 437 ,37.5913581848145,127.08618927002
213,망우본동 산 51-4 (망우공원묘지입구 고정),37.6014678024384,127.114579953494
214,서울특별시 중랑구 면목동 답십리로77가길 15 ,37.5746039094437,127.082478087626
215,서울특별시 중랑구 망우동 양원역로 5 ,37.6018871009563,127.10871117333
216,면목4동 산 1-4 (용마폭포공원 배드민턴장),37.5742563168346,127.090931145928
217,서울특별시 중랑구 면목동 면목로 286 고려체육관,37.5784252207887,127.086718741717
218,서울특별시 중랑구 면목동 면목로 233 ,37.574127963146296,127.084186798314
219,서울특별시 중랑구 묵동 숙선옹주로 29 ,37.6148529052734,127.080863952637
220,서울특별시 중랑구 상봉동 신내로7가길 54 ,37.6021957397461,127.092742919922
221,서울특별시 중랑구 상봉동 상봉중앙로 43 ,37.6017112731934,127.08708190918
222,서울특별시 중랑구 상봉동 상봉중앙로8가길 3 ,37.602137657158,127.090534643153
223,서울특별시 중랑구 상봉동 상봉중앙로6길 30 ,37.6015396118164,127.089393615723
224,망우본동 583 (중랑숲리가아파트110동),37.6030793525995,127.10543015504
225,서울특별시 중랑구 망우동 용마공원로 36 ,37.5918394493551,127.101735449306
226,서울특별시 중랑구 망우동 망우로73길 20 ,37.6012342779553,127.104728151838
227,서울특별시 중랑구 묵동 공릉로12가길 29 ,37.6171263603418,127.081242341521
228,서울특별시 중랑구 중화동 동일로123길 98 ,37.60084152221671,127.075187683105
229,서울특별시 중랑구 망우동 망우로77길 34 ,37.602020263671896,127.10595703125
230,서울특별시 중랑구 중화동 동일로121길 20 세광하니타운,37.596622467041,127.080108642578
231,서울특별시 중랑구 묵동 동일로 894 ,37.6105914667537,127.078281286028
232,서울특별시 중랑구 망우동 양원역로6가길 35 ,37.602025056511,127.110195182724
233,서울특별시 중랑구 상봉동 봉우재로 129 ,37.5936241149902,127.087295532227
234,서울특별시 중랑구 신내동 신내로 127 신내9단지신내아파트,37.6104431152344,127.095932006836
235,서울특별시 중랑구 중화동 동일로139나길 39 ,37.6052401034454,127.07613303928
236,서울특별시 중랑구 면목동 동일로 589 ,37.5837290205092,127.079253983861
237,서울특별시 중랑구 면목동 겸재로 248 ,37.5892116218421,127.0958121786
238,서울특별시 중랑구 면목동 겸재로42길 22 ,37.5870396693815,127.089069247907
239,서울특별시 중랑구 망우동 망우로67가길 3 ,37.6020245907966,127.101115589723
240,서울특별시 중랑구 면목동 용마산로94길 37 ,37.58840111552371,127.099847673627
241,서울특별시 중랑구 망우동 양원역로16길 103 ,37.608726794881605,127.112658560608
242,서울특별시 중랑구 면목동 면목로56가길 2 ,37.584552364765,127.089275535312
243,서울특별시 중랑구 망우동 망우로67가길 27 ,37.602333068847706,127.103630065918
244,서울특별시 중랑구 중화동 동일로140길 88 중화동건영아파트,37.6058719153928,127.083254160602
245,서울특별시 중랑구 면목동 용마산로 349 ,37.5836906433105,127.093544006348
246,서울특별시 중랑구 면목동 겸재로49길 46 ,37.591850280761705,127.090118408203
247,서울특별시 중랑구 망우동 용마공원로 41 ,37.59126005494029,127.102305489293
248,서울특별시 중랑구 면목동 면목로78길 69 ,37.5914009663305,127.091567257165
249,서울특별시 중랑구 묵동 동일로149다길 18 ,37.6072387695313,127.07421875
250,서울특별시 중랑구 묵동 공릉로12가길 70 ,37.6183013916016,127.083335876465
251,서울특별시 중랑구 면목동 면목로78길 69 ,37.5918517054842,127.091949865417
252,서울특별시 중랑구 상봉동 동일로126길 97 ,37.5996398925781,127.085739135742
253,서울특별시 중랑구 면목동 봉우재로 17 ,37.5908211877104,127.075239553564
254,서울특별시 중랑구 신내동 신내로 201 홈플러스서울신내점,37.61658062138029,127.093416821047
255,서울특별시 중랑구 면목동 망우로30길 34 ,37.591796875,127.074066162109
256,서울특별시 중랑구 면목동 면목로56나길 26 연리지,37.5855375853549,127.090123397198
257,서울특별시 중랑구 묵동 중랑천로 262 ,37.6083755493164,127.073188781738
258,서울특별시 중랑구 면목동 사가정로 399 동부빌딩,37.580730063015,127.089046203833
259,서울특별시 중랑구 묵동 동일로 847 성일빌딩,37.606170654296896,127.078018188477
260,서울특별시 중랑구 중화동 중랑역로3길 28 ,37.5943489074707,127.074089050293
261,서울특별시 중랑구 면목동 겸재로26길 5 ,37.58607864379879,127.083915710449
262,서울특별시 중랑구 면목동 면목로 430 ,37.590277288655,127.087983550308
263,서울특별시 중랑구 면목동 겸재로 118 ,37.586238861084,127.081275939941
264,서울특별시 중랑구 망우동 용마공원로 55 ,37.5912546997317,127.103040906997
265,서울특별시 중랑구 중화동 동일로 790 ,37.6015175753366,127.079252443968
266,서울특별시 중랑구 면목동 용마산로90길 28 서일대학,37.587568058423,127.098921355974
267,서울특별시 중랑구 면목동 용마산로52길 13 진성빌라,37.5789428161356,127.092376425787
268,서울특별시 중랑구 묵동 동일로 968 ,37.6176216249155,127.078148340614
269,서울특별시 중랑구 묵동 공릉로16길 18 ,37.6181983947754,127.080688476563
270,서울특별시 중랑구 묵동 공릉로12길 37 진주타운,37.6158027648926,127.081634521484
271,서울특별시 중랑구 묵동 동일로152길 53 ,37.6092189680027,127.081184442141
272,서울특별시 중랑구 묵동 공릉로2길 39 금호어울림아파트,37.6128997802734,127.080574035645
273,서울특별시 중랑구 면목동 겸재로27길 81 ,37.5917089831237,127.085858204517
274,서울특별시 중랑구 묵동 동일로 968 ,37.6174468994141,127.078254699707
275,서울특별시 중랑구 면목동 중랑천로 36 ,37.5880550565459,127.074499601157
276,서울특별시 중랑구 신내동 봉화산로52길 48 신내제일교회,37.60502307360471,127.096206547637
277,서울특별시 중랑구 신내동 신내로18길 75 ,37.614597320556605,127.100799560547
278,서울특별시 중랑구 망우동 망우로77길 8 ,37.6012643662064,127.106534811291
279,서울특별시 중랑구 상봉동 봉화산로26가길 39 화인하우스1동,37.6003189086914,127.086585998535
280,서울특별시 중랑구 중화동 중랑역로 64 명치과의원,37.599391937255895,127.078834533691
281,서울특별시 중랑구 중화동 동일로124길 13 ,37.5988349914551,127.081298828125
282,서울특별시 중랑구 중화동 동일로129길 56 함경상회,37.6001739501953,127.076309204102
283,서울특별시 중랑구 중화동 봉화산로 87 ,37.602973937988295,127.084175109863
284,서울특별시 중랑구 면목동 면목로28길 5 ,37.575735779293296,127.086706619357
285,서울특별시 중랑구 중화동 중랑역로15길 22 ,37.5970077514648,127.074005126953
286,서울특별시 중랑구 상봉동 봉우재로 173 ,37.594570168229104,127.092106111272
287,서울특별시 중랑구 중화동 망우로 231 미영리치타운103,37.5956970069933,127.078076748349
288,서울특별시 중랑구 중화동 봉화산로 40 ,37.60058750604271,127.078732923328
289,서울특별시 중랑구 망우동 망우로 442 ,37.599308013916,127.101440429688
290,서울특별시 중랑구 면목동 용마산로94길 31 ,37.589927673339794,127.099258422852
291,서울특별시 중랑구 상봉동 동일로126길 88 ,37.5986813805111,127.085084472605
292,서울특별시 중랑구 상봉동 동일로120길 138 ,37.5984134313012,127.087100307305
293,서울특별시 중랑구 중화동 동일로123길 73 ,37.598793029785206,127.075820922852
294,서울특별시 중랑구 상봉동 신내로7다길 41 상봉베스티움,37.6016417678199,127.092241582349
295,서울특별시 중랑구 중화동 동일로123길 80 인덕하이빌,37.5993537902832,127.076507568359
296,서울특별시 중랑구 묵동 중랑역로 230 ,37.6148223876953,127.075492858887
297,서울특별시 중랑구 면목동 망우로30길 34 ,37.591850280761705,127.074378967285
298,서울특별시 중랑구 묵동 동일로 957 대우팰리스,37.615188907835005,127.075487087256
299,서울특별시 중랑구 면목동 면목로38가길 22 ,37.578826904296896,127.088218688965
300,서울특별시 중랑구 면목동 동일로 645 ,37.5882415771484,127.079055786133
301,서울특별시 중랑구 중화동 중랑천로 162 한일시티빌,37.5992660522461,127.073738098145
302,서울특별시 중랑구 면목동 답십리로75길 120 ,37.5772004011405,127.080611268624
303,서울특별시 중랑구 면목동 겸재로3길 50 서부경로당,37.588872195123294,127.076506414362
304,서울특별시 중랑구 면목동 면목로76길 73 ,37.5908164978027,127.092765808105
305,서울특별시 중랑구 망우동 용마산로117길 29 성주교통,37.6005401611328,127.098541259766
306,서울특별시 중랑구 중화동 중랑역로 43 ,37.5984174939836,127.076570023519
307,서울특별시 중랑구 상봉동 동일로126길 88 ,37.598884582519496,127.08568572998
308,신내1동 819 (신내3단지 배말공원 #2),37.61353683471671,127.111289978027
309,서울특별시 중랑구 면목동 봉우재로 17 ,37.5908619909316,127.075411100223
310,신내1동 산2-37 (청남공원 화장실앞),37.6192634151212,127.110855727611
311,서울특별시 중랑구 면목동 겸재로24길 3 ,37.58657836914061,127.082527160645
312,서울특별시 중랑구 면목동 동일로 622 ,37.586147054510896,127.08078514269
313,서울특별시 중랑구 중화동 중랑역로 58 ,37.598548889160206,127.078590393066
314,서울특별시 중랑구 면목동 겸재로42길 22 ,37.587048848335,127.089434042755
315,신내2동 783 (예원유치원앞),37.6043192344707,127.093948251683
316,서울특별시 중랑구 상봉동 망우로 192 ,37.5934805025144,127.074978168135
317,서울특별시 중랑구 면목동 용마산로45길 16 명도연립,37.574500936772296,127.087602874118
318,서울특별시 중랑구 상봉동 동일로120길 79 ,37.5979437940331,127.084569354889
319,서울특별시 중랑구 면목동 면목로76길 54 도형빌라,37.5905012897354,127.091700451154
320,서울특별시 중랑구 상봉동 망우로 363 가로판매대1,37.598917608583,127.092838308545
321,서울특별시 중랑구 상봉동 상봉중앙로1다길 63 ,37.600559718009,127.090227796355
322,서울특별시 중랑구 면목동 면목로35길 44 ,37.5792343537684,127.083242360903
